CellType    HSG

Parameter    Alpha_0         0.172
Parameter    Beta            0.0615
Parameter    DomainRadius    0.32
Parameter    NucleusRadius   3.9

Fragment   H
0.001	17.72583026
0.002	22.27940924
0.003	25.41768421
0.004	27.60140498
0.005	29.09007316
0.006	30.07397264
0.007	30.69348524
0.008	31.05083723
0.009	31.21999996
0.010	31.25444967
0.011	31.19274204
0.012	31.06331783
0.013	30.88688499
0.014	30.67856448
0.015	30.44945050
0.016	30.20747440
0.017	29.95866059
0.018	29.70709812
0.019	29.45697003
0.020	29.45958970
0.021	29.51693220
0.022	29.54492972
0.023	29.61395869
0.024	29.64608249
0.025	29.68321066
0.026	29.69115267
0.027	29.73644010
0.028	29.74766513
0.029	29.80274741
0.030	29.82028848
0.031	29.83998009
0.032	29.83209262
0.033	29.85699156
0.034	29.88664779
0.035	29.88456732
0.036	29.91481279
0.037	29.91825348
0.038	29.92105095
0.039	29.92779690
0.040	29.93377750
0.041	29.94279227
0.042	29.95114569
0.043	29.96199696
0.044	29.97223081
0.045	29.98333697
0.046	29.97020150
0.047	29.98313493
0.049	29.98655506
0.050	29.97728842
0.051	29.99075903
0.052	29.98146083
0.053	29.97338942
0.054	29.98985819
0.055	29.98393213
0.056	29.97794122
0.057	29.97407704
0.058	29.97010279
0.059	29.96808189
0.061	29.96336570
0.062	29.96030078
0.063	29.95856459
0.064	29.95717821
0.065	29.95528200
0.067	29.94250639
0.069	29.92091318
0.070	29.92078893
0.072	29.90123095
0.073	29.90192324
0.075	29.88360114
0.076	29.88564161
0.077	29.86692829
0.079	29.85061131
0.080	29.85341798
0.081	29.83535406
0.082	29.83861354
0.083	29.82160657
0.085	29.80798766
0.087	29.78471372
0.089	29.77407094
0.090	29.75971901
0.091	29.75913636
0.092	29.75669273
0.093	29.74811456
0.094	29.74170035
0.095	29.75774978
0.096	29.76653689
0.097	29.77048970
0.098	29.77832258
0.099	29.82126186
0.100	29.82320900
0.102	29.82751929
0.104	29.84572703
0.106	29.85177887
0.107	29.85530333
0.108	29.85902880
0.109	29.86262202
0.111	29.87102284
0.113	29.89602042
0.114	29.90068078
0.115	29.90548934
0.117	29.91554347
0.120	29.92766273
0.122	29.54866637
0.125	29.46623110
0.127	29.40470670
0.128	29.37181188
0.130	29.28327300
0.133	29.16282361
0.136	29.02998547
0.139	28.88093741
0.142	28.56322969
0.145	28.40884507
0.148	28.19087107
0.151	28.09172567
0.155	27.93909217
0.157	27.85007918
0.158	27.81715086
0.161	27.69786294
0.165	27.54649918
0.168	27.42616477
0.172	27.27595188
0.175	27.15860776
0.176	27.12689466
0.179	27.00867861
0.183	26.86152804
0.187	26.69363011
0.191	26.54740213
0.195	26.38223277
0.200	26.18692954
0.203	26.07666598
0.204	26.04749235
0.208	25.88565707
0.213	25.69975706
0.217	25.54243572
0.222	25.36261399
0.226	25.21038671
0.227	25.18422071
0.231	25.03699944
0.232	24.98958526
0.236	24.84367531
0.237	24.81905620
0.241	24.67848553
0.242	24.63279442
0.246	24.49381118
0.247	24.47086404
0.252	24.32089738
0.257	24.17215996
0.258	24.12997720
0.262	24.00445468
0.264	23.94362383
0.268	23.82219969
0.269	23.78196609
0.274	23.62616045
0.275	23.60674893
0.280	23.45578595
0.281	23.41762368
0.286	23.29069506
0.287	23.25361017
0.292	23.11020003
0.293	23.07398065
0.298	22.95750395
0.300	22.88525476
0.304	22.77888337
0.306	22.72542283
0.311	22.58584593
0.313	22.51293358
0.317	22.41192384
0.320	22.32538318
0.324	22.22673548
0.327	22.14212996
0.331	22.02575647
0.334	21.94297856
0.338	21.84878745
0.341	21.76761266
0.345	21.65495589
0.349	21.56348746
0.352	21.47745415
0.357	21.33700237
0.359	21.29176642
0.365	21.14085349
0.367	21.09779620
0.372	20.96213294
0.375	20.88974173
0.380	20.77569236
0.383	20.70446766
0.389	20.56393191
0.391	20.50514346
0.397	20.36804734
0.400	20.30104409
0.405	20.19590059
0.409	20.10184527
0.413	20.00917810
0.418	19.89070039
0.422	19.81849505
0.427	19.70510419
0.431	19.61720723
0.436	19.50479791
0.441	19.41099753
0.445	19.32715667
0.450	19.21861009
0.455	19.12850797
0.460	19.02264217
0.465	18.91811404
0.469	18.83871848
0.475	18.72962095
0.480	18.62844496
0.485	18.52909786
0.490	18.44711529
0.495	18.35018710
0.501	18.23237375
0.506	18.13816332
0.511	18.06075135
0.517	17.94756372
0.522	17.85676009
0.528	17.76184237
0.534	17.65309718
0.539	17.56620002
0.546	17.45513680
0.550	17.37572110
0.558	17.24809193
0.562	17.18519747
0.570	17.06119714
0.574	16.99998610
0.582	16.86556419
0.586	16.80604554
0.595	16.67086753
0.599	16.61311357
0.607	16.48558249
0.612	16.41202393
0.620	16.30173962
0.625	16.23023732
0.634	16.10637811
0.638	16.04015622
0.648	15.90344141
0.652	15.85218488
0.661	15.73523177
0.667	15.65434207
0.675	15.54363051
0.681	15.46474719
0.690	15.35475433
0.695	15.29304893
0.705	15.15887636
0.710	15.09910617
0.720	14.98083539
0.725	14.92263951
0.736	14.79398795
0.741	14.72588922
0.751	14.61450143
0.757	14.54658779
0.767	14.43847058
0.774	14.35938829
0.783	14.25607099
0.791	14.16693940
0.800	14.07785731
0.808	13.99136277
0.817	13.89409932
0.825	13.81021111
0.835	13.71479910
0.843	13.63340060
0.853	13.53049638
0.861	13.46171651
0.871	13.36186473
0.880	13.27453519
0.889	13.18825587
0.899	13.10255146
0.908	13.01874490
0.919	12.91605737
0.927	12.84487113
0.939	12.74484694
0.947	12.67567777
0.959	12.57855115
0.967	12.51177046
0.980	12.39920670
0.988	12.33444023
1.001	12.23423524
1.009	12.17138885
1.023	12.05697045
1.030	12.00497357
1.045	11.89394652
1.053	11.83512947
1.067	11.72775245
1.076	11.66262787
1.090	11.56684793
1.099	11.50385565
1.113	11.41108943
1.123	11.34474477
1.137	11.24802320
1.147	11.18242170
1.161	11.09667429
1.172	11.02631366
1.186	10.93646821
1.197	10.86872233
1.212	10.78258644
1.222	10.72396345
1.238	10.62784621
1.249	10.56524486
1.264	10.47910107
1.276	10.41223879
1.291	10.32890286
1.304	10.26520482
1.319	10.18499806
1.332	10.11794523
1.347	10.04715861
1.361	9.99685559
1.376	9.92214430
1.390	9.85408085
1.405	9.78779874
1.420	9.71684290
1.436	9.64214792
1.450	9.57851543
1.467	9.50677521
1.481	9.44513318
1.499	9.36563717
1.513	9.31118232
1.531	9.23411774
1.545	9.17619209
1.564	9.10185514
1.578	9.04548225
1.598	8.96422931
1.612	8.91037809
1.632	8.83609241
1.647	8.77887066
1.667	8.70202114
1.683	8.64224540
1.702	8.53993109
1.720	8.47282406
1.738	8.40695937
1.757	8.34265467
1.775	8.27918221
1.795	8.20948203
1.813	8.14832822
1.834	8.08151308
1.852	8.02256534
1.873	7.95449589
1.892	7.89796753
1.914	7.82905206
1.932	7.77427927
1.955	7.71078179
1.974	7.65369649
1.997	7.58497503
2.016	7.52968489
2.040	7.46329418
2.060	7.40672934
2.084	7.33931937
2.104	7.28447633
2.129	7.21918655
2.149	7.16593730
2.175	7.09696315
2.195	7.04804347
2.222	6.97537295
2.242	6.92510247
2.270	6.85430710
2.290	6.80561592
2.319	6.73519087
2.339	6.69063830
2.369	6.62195430
2.389	6.57613059
2.420	6.50505251
2.440	6.46063576
2.472	6.39128122
2.493	6.34613134
2.525	6.27761140
2.547	6.23187837
2.579	6.16735833
2.602	6.12096393
2.634	6.05841272
2.658	6.01141616
2.691	5.94729994
2.715	5.90183306
2.749	5.83925294
2.773	5.79497861
2.808	5.73116628
2.833	5.68670879
2.868	5.62619675
2.894	5.58136358
2.930	5.51993595
2.956	5.47658061
2.993	5.41644850
3.019	5.37447341
3.058	5.31300646
3.084	5.27239214
3.123	5.21211637
3.151	5.16977725
3.190	5.11217598
3.219	5.06972000
3.258	5.01342393
3.288	4.97095390
3.328	4.91559207
3.359	4.87314428
3.400	4.81783200
3.431	4.77683686
3.473	4.72241460
3.505	4.68148825
3.548	4.62758739
3.580	4.58803607
3.624	4.53452293
3.657	4.49514696
3.702	4.44245067
3.736	4.40330591
3.781	4.35237469
3.817	4.31239632
3.862	4.26330105
3.899	4.22367828
3.945	4.17532961
3.983	4.13615321
4.030	4.08864291
4.068	4.05097637
4.117	4.00338313
4.155	3.96718036
4.206	3.91957786
4.244	3.88479186
4.297	3.83729596
4.335	3.80387541
4.389	3.75734031
4.429	3.72353966
4.483	3.67883172
4.524	3.64555226
4.579	3.60183525
4.622	3.56832029
4.677	3.52630703
4.722	3.49261807
4.777	3.45232635
4.824	3.41850733
4.879	3.37967632
4.928	3.34577095
4.984	3.30775288
5.034	3.27434175
5.091	3.23693584
5.142	3.20418497
5.201	3.16709500
5.252	3.13576200
5.313	3.09912618
5.365	3.06865503
5.427	3.03319581
5.481	3.00312110
5.543	2.96975558
5.599	2.94056928
5.662	2.90864607
5.720	2.87987507
5.783	2.85023400
5.843	2.82213235
5.908	2.79243970
5.968	2.76565395
6.035	2.73643454
6.097	2.70997910
6.164	2.68202947
6.229	2.65548420
6.296	2.62870809
6.363	2.60247350
6.431	2.57640806
6.500	2.55047436
6.569	2.52508495
6.640	2.49946360
6.710	2.47469709
6.783	2.44922101
6.854	2.42508655
6.929	2.40011657
7.002	2.37632181
7.078	2.35191330
7.152	2.32864619
7.230	2.30465451
7.306	2.28530656
7.385	2.26144066
7.464	2.23705023
7.543	2.21114996
7.625	2.18268755
7.705	2.15406696
7.789	2.11609903
7.871	2.08555339
7.956	2.05474068
8.040	2.03008674
8.127	2.00758223
8.213	1.98698453
8.302	1.97025097
8.389	1.95071973
8.481	1.93050550
8.569	1.91160987
8.664	1.89167319
8.753	1.87339066
8.850	1.85389090
8.941	1.83597596
9.041	1.81671411
9.133	1.79935915
9.235	1.78053055
9.330	1.76335558
9.433	1.74513801
9.531	1.72815778
9.636	1.71036420
9.735	1.69399870
9.844	1.67648819
9.944	1.66088676
10.05	1.64483549
10.16	1.62869988
10.26	1.61367808
10.38	1.59552781
10.48	1.58058166
10.61	1.56221603
10.70	1.55014126
10.84	1.53071363
10.93	1.51918804
11.07	1.50126688
11.17	1.48829563
11.31	1.47110776
11.41	1.45936367
11.55	1.44283061
11.66	1.42979323
11.79	1.41494266
11.92	1.40038082
12.04	1.38709902
12.17	1.37377942
12.30	1.36007165
12.44	1.34567310
12.56	1.33340997
12.71	1.31869057
12.83	1.30752873
12.98	1.29339085
13.11	1.28118763
13.26	1.26760724
13.39	1.25588507
13.54	1.24283408
13.68	1.23139416
13.83	1.21884298
13.98	1.20652652
14.12	1.19517637
14.28	1.18261524
14.43	1.17160929
14.58	1.16022390
14.74	1.14838248
14.90	1.13677269
15.06	1.12541008
15.22	1.11426914
15.38	1.10386740
15.55	1.09254826
15.71	1.08203301
15.88	1.07116507
16.05	1.06049685
16.22	1.05053434
16.40	1.03973055
16.57	1.02968292
16.75	1.01930402
16.92	1.00963346
17.11	0.99914934
17.29	0.98983333
17.48	0.97975207
17.66	0.97035211
17.85	0.96066322
18.04	0.95117023
18.24	0.94141599
18.42	0.93315608
18.64	0.92292508
18.81	0.91498725
19.04	0.90474399
19.22	0.89712234
19.45	0.88727654
19.63	0.87955079
19.87	0.86971415
20.00	0.86451193
20.30	0.85247431
20.40	0.84853644
20.80	0.83351176
21.30	0.81537970
21.70	0.80150886
22.20	0.78473915
22.60	0.77189081
22.70	0.76865906
23.10	0.75633270
23.20	0.75322912
23.60	0.74139246
23.70	0.73873531
24.10	0.72735312
24.20	0.72448115
24.60	0.71353292
24.70	0.71108035
25.20	0.69787173
25.70	0.68544547
25.80	0.68289355
26.20	0.67346222
26.40	0.66855278
26.80	0.65951867
26.90	0.65715579
27.40	0.64614832
27.50	0.64388025
28.00	0.63331578
28.10	0.63140845
28.60	0.62125561
28.70	0.61915813
29.20	0.60939790
29.30	0.60763979
29.80	0.59824483
30.00	0.59436569
30.40	0.58725360
30.60	0.58376239
31.10	0.57509768
31.30	0.57175283
31.70	0.56518234
32.00	0.56023674
32.40	0.55393244
32.70	0.54941571
33.10	0.54335884
33.40	0.53879355
33.80	0.53297233
34.10	0.52880284
34.50	0.52320098
34.90	0.51772229
35.20	0.51358056
35.70	0.50710784
35.90	0.50452366
36.50	0.49693116
36.70	0.49445124
37.20	0.48846586
37.50	0.48478410
38.00	0.47903679
38.30	0.47569340
38.90	0.46896184
39.10	0.46676053
39.70	0.46047288
40.00	0.45720716
40.50	0.45211442
40.90	0.44823249
41.30	0.44424159
41.80	0.43944231
42.20	0.43561047
42.70	0.43100144
43.10	0.42749222
43.60	0.42306026
44.10	0.41872506
44.50	0.41525364
45.00	0.41108145
45.50	0.40699423
46.00	0.40299265
46.50	0.39923003
46.90	0.39608551
47.50	0.39161795
48.00	0.38792483
48.50	0.38430177
49.00	0.38090183
49.50	0.37741436
50.10	0.37337690
50.60	0.37003036
51.10	0.36689332
51.70	0.36308700
52.20	0.35993299
52.80	0.35627604
53.40	0.35269917
53.90	0.34972973
54.60	0.34576736
55.00	0.34356474
55.80	0.33924945
56.20	0.33700228
57.00	0.33285994
57.40	0.33082961
58.20	0.32671950
58.60	0.32476902
59.50	0.32049736
